NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
43659|66|Risaralda|66170|Dosquebradas|2790|Fabricación de otros tipos de equipo eléctrico n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|14390804000,0|20465791000,0|Mediana|No|No es sucursal de sociedad extranjera|7,958932238193018|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9032891100|Reguladores de voltaje para tensión inferior o igual a 260 v e intensidad  inferior o iguales a 30 a.|66|Risaralda|Si|1578655,35|910104,15|115,90468179438096|21,128166360841423|Pymex|Metalmecánica y Otras Industrias
43719|66|Risaralda|66001|Pereira|8220|Actividades de centros de llamadas (call center)|Industrias 4.0|Servicios menos intensivos en conocimiento|60693213000,0|111029966000,0|Grande|No|No es sucursal de sociedad extranjera|7,898699520876113|No Mineras|Industrias 4.0|Bpo|Bpo|Bpo|Bpo|68|Santander|No|0,0|3970093,6|-100,0||No Constante|Industrias 4.0
43752|5|Antioquia|5030|Amagá|2395|Fabricación de artículos de hormigón, cemento y yeso|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|15465500000,0|13376696000,0|Mediana|No|No es sucursal de sociedad extranjera|12,793976728268309|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
43813|8|Atlántico|8001|Barranquilla|4773|Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|28022173000,0|36552725000,0|Mediana|No|No es sucursal de sociedad extranjera|41,327857631759066|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
43845|5|Antioquia|5266|Envigado|3290|Otras industrias manufactureras n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología baja|28940244000,0|14588273000,0|Mediana|No|No es sucursal de sociedad extranjera|27,707049965776864|No Mineras|Sistema Moda|Textiles y confecciones|Insumos|9606210000|Botones de plástico, sin forrar con materia textil.|05|Antioquia|Si|562525,38|478646,71800000005|44,45497427328044|3,158571948620792|Pymex|Metalmecánica y Otras Industrias
43885|25|Cundinamarca|25430|Madrid|1051|Elaboración de productos de molinería|Agroalimentos|Bienes tecnología baja|18590113000,0|35217527000,0|Mediana|No|No es sucursal de sociedad extranjera|15,12662559890486|No Mineras|Agroalimentos|Agroindustrial|Productos de panadería y molinería|1102200000|Harina de maíz.|25|Cundinamarca|Si|530787,91|824306,116|-4,2345235910850825|-18,79371678911458|Pymex|Agroalimentos
43953|5|Antioquia|5360|Itagüí|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|46491235000,0|133792325000,0|Grande|No|No es sucursal de sociedad extranjera|15,548254620123204|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
43968|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|679847697000,0|1080067090000,0|Grande|No|No es sucursal de sociedad extranjera|50,757015742642025|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3002159000|Los demás productos inmunológicos dosificados o  acondicionados para la venta al por menor.|11|Bogotá, D.C.|Si|2203734,83|1015691,748|106,71123468168928|132,89076947398374|Pymex|Químicos y Ciencias de la Vida
43997|11|Bogotá, D.C.|11001|Bogotá, D.C.|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|29481386000,0|82737963000,0|Grande|No|No es sucursal de sociedad extranjera|50,72142368240931|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
44050|8|Atlántico|8001|Barranquilla|4530|Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|63827056000,0|63407853000,0|Mediana|No|No es sucursal de sociedad extranjera|53,23477070499658|No Mineras|Metalmecánica y Otras Industrias|Autopartes|Motores y sus partes|8483904000|Ruedas dentadas y demás órganos elementales de transmisión presentados aisladamente.|08|Atlántico|Si|43217,9|48550,26|8,338021022909015|17,71200008707401|Pymex|Metalmecánica y Otras Industrias
44054|76|Valle del Cauca|76001|Santiago De Cali|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|29481227000,0|19749269000,0|Mediana|No|No es sucursal de sociedad extranjera|5,817932922655715|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
44061|05|Antioquia|05615|Rionegro|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|293993028451,0|194549465506,0|Grande|No determinado|No determinado||No Mineras|Industrias 4.0|Servicios de salud|Servicios de salud|Servicios de salud|Servicios de salud|05|Antioquia|Si|0,0|918261,058||-100,0|No Constante|Industrias 4.0
44124|11|Bogotá, D.C.|11001|Bogotá, D.C.|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|50392927442,0|66243609351,0|Grande|No determinado|No determinado||No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
44175|5|Antioquia|5631|Sabaneta|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|28121091000,0|101433109000,0|Grande|No|No es sucursal de sociedad extranjera|20,78576317590691|No Mineras|Agroalimentos|Agroindustrial|Alimentos para animales|2303100000|Residuos de la industria del almidón y residuos similares.|11|Bogotá, D.C.|Si|0,0|28453,04||-100,0|Futuros|Agroalimentos
44218|25|Cundinamarca|25286|Funza|0125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|46935956000,0|72709807000,0|Grande|No|No es sucursal de sociedad extranjera|13,519507186858316|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603129000|Los demás claveles frescos, cortados para ramos o adornos.|11|Bogotá, D.C.|Si|18702219,07|14855486,9|21,48997826766448|11,775543367849828|Top|Agroalimentos
44232|5|Antioquia|5172|Chigorodó|122|Cultivo de plátano y banano|Agroalimentos|Bienes primarios|19425249000,0|17370900000,0|Mediana|No|No es sucursal de sociedad extranjera|5,234770704996578|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
44234|63|Quindío|63130|Calarcá|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|28765465572,0|12732721207,0|Mediana|No determinado|No determinado||No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
44247|13|Bolívar|13001|Cartagena De Indias|8220|Actividades de centros de llamadas (call center)|Industrias 4.0|Servicios menos intensivos en conocimiento|59970144000,0|229048457000,0|Grande|No|No es sucursal de sociedad extranjera|9,897330595482549|No Mineras|Industrias 4.0|Bpo|Bpo|Bpo|Bpo|13|Bolívar|No|89587691,0|22261800,6|312,4414353976408||No Constante|Industrias 4.0
44286|5|Antioquia|5001|Medellín|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|30801644642,0|28821034875,0|Grande|No|No es sucursal de sociedad extranjera|42,58179329226557|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
44328|25|Cundinamarca|25286|Funza|2395|Fabricación de artículos de hormigón, cemento y yeso|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|16710864000,0|31268737000,0|Mediana|No|No es sucursal de sociedad extranjera|25,51950718685832|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
44354|54|Norte de Santander|54261|El Zulia|1031|Extracción de aceites de origen vegetal crudos|Agroalimentos|Bienes tecnología baja|34570483000,0|78389343000,0|Grande|No|No es sucursal de sociedad extranjera|6,461327857631759|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
44359|76|Valle del Cauca|76001|Santiago De Cali|8691|Actividades de apoyo diagnóstico|Industrias 4.0|Otros servicios intensivos en conocimiento|18705489731,0|21844636526,0|Grande|No|No es sucursal de sociedad extranjera|13,804243668720057|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
44420|11|Bogotá, D.C.|11001|Bogotá, D.C.|6202|Actividades de consultoría informática y actividades de administración de instalaciones informáticas|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|8464588000,0|20028997000,0|Grande|No|No es sucursal de sociedad extranjera|21,95208761122519|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
44421|73|Tolima|73001|Ibagué|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|20721182000,0|52448336000,0|Mediana|No|No es sucursal de sociedad extranjera|48,26283367556468|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
44456|11|Bogotá, D.C.|11001|Bogotá, D.C.|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|9544850000,0|12170280000,0|Pequeña|No|No es sucursal de sociedad extranjera|22,60095824777549|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9027809000|Los demás instrumentos y aparatos para ensayos de viscosidad, porosidad, dilatación, tensión superficial o similares o para medidas calorimétricas, acústicas o fotométricas para  análisis  físicos o químicos, no incluidos antes|11|Bogotá, D.C.|No|0,0|4321,312|||Futuros|Metalmecánica y Otras Industrias
44575|11|Bogotá, D.C.|11001|Bogotá, D.C.|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|7796024000,0|13102576000,0|Pequeña|No|No es sucursal de sociedad extranjera|23,90143737166325|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
44619|54|Norte de Santander|54001|San José De Cúcuta|1031|Extracción de aceites de origen vegetal crudos|Agroalimentos|Bienes tecnología baja|99900459000,0|248421855000,0|Grande|No|No es sucursal de sociedad extranjera|11,014373716632443|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
44777|25|Cundinamarca|25214|Cota|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|19425025000,0|23159846000,0|Mediana|No|No es sucursal de sociedad extranjera|36,80219028062971|No Mineras|Químicos y Ciencias de la Vida|Plástico y caucho|Plástico en formas primarias|3912390000|Los demás eteres de celulosa,  en formas primarias.|11|Bogotá, D.C.|Si|0,0|7960,936||-100,0|No Constante|Químicos y Ciencias de la Vida
44806|76|Valle del Cauca|76001|Santiago De Cali|7820|Actividades de empresas de servicios temporales|Industrias 4.0|Servicios de mercado intensivos en conocimiento|33397581000,0|201855058000,0|Grande|No|No es sucursal de sociedad extranjera|38,11088295687885|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
44821|5|Antioquia|5360|Itagüí|3110|Fabricación de muebles|Metalmecánica y Otras Industrias|Bienes tecnología baja|25043014000,0|26191917000,0|Mediana|No|No es sucursal de sociedad extranjera|28,04380561259412|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - hogar|9403200000|Los demás muebles de metal.|05|Antioquia|Si|1196205,48|507390,67|465,87620339206273|133,63961140663406|Pymex|Metalmecánica y Otras Industrias
44838|76|Valle del Cauca|76001|Santiago De Cali|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|11017176931,0|20089356034,0|Grande|No|No es sucursal de sociedad extranjera|13,672826830937714|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
44850|63|Quindío|63001|Armenia|1062|Descafeinado, tostión y molienda del café|Agroalimentos|Bienes tecnología baja|25069302000,0|38222381000,0|Mediana|No|No es sucursal de sociedad extranjera|13,787816563997264|No Mineras|Agroalimentos|Derivados del café|Derivados de café|0901212000|Café tostado, sin descafeinar, molido.|63|Quindío|Si|1116074,4|406365,378|228,76745256586327|64,10353188198887|Pymex|Agroalimentos
44886|11|Bogotá, D.C.|11001|Bogotá, D.C.|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|72178997945,0|48763819062,00001|Grande|No|No es sucursal de sociedad extranjera|11,02258726899384|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
45081|76|Valle del Cauca|76001|Santiago De Cali|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|1138344123000,0|656171740000,0|Grande|No|No es sucursal de sociedad extranjera|41,96577686516085|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de plástico|3923109000|Las demás Cajas, cajones, jaulas y artículos similares.|76|Valle del Cauca|Si|3517811,41|4255174,824|-15,069294471826222|-2,1594231440197897|Pymex|Químicos y Ciencias de la Vida
